# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1033       1.381068154137e-10       5.278069164955e-12      -8.810310929458e-12       0.000000000000e+00       5.079974100959e-15       2.625497403873e-16       2.282708223336e-16 
 1034       1.383464477023e-10       5.246529956250e-12      -8.943355164457e-12       0.000000000000e+00       5.061094996856e-15       2.523756415330e-16       2.269753970299e-16 
 1035       1.385981611747e-10       5.214416809011e-12      -9.073269499084e-12       0.000000000000e+00       5.042300523521e-15       2.424121956131e-16       2.256583596814e-16 
 1036       1.388616551541e-10       5.181743657286e-12      -9.200040820727e-12       0.000000000000e+00       5.023590417591e-15       2.326571005192e-16       2.243203136042e-16 
 1037       1.391366262425e-10       5.148524558709e-12      -9.323656031200e-12       0.000000000000e+00       5.004964408659e-15       2.231080283848e-16       2.229618673624e-16 
 1038       1.394227683137e-10       5.114773694807e-12      -9.444102046871e-12       0.000000000000e+00       4.986422219255e-15       2.137626255170e-16       2.215836347819e-16 
 1039       1.397197725069e-10       5.080505371311e-12      -9.561365798796e-12       0.000000000000e+00       4.967963564824e-15       2.046185123274e-16       2.201862349627e-16 
 1040       1.400273272191e-10       5.045734018461e-12      -9.675434232850e-12       0.000000000000e+00       4.949588153701e-15       1.956732832629e-16       2.187702922925e-16 
 1041       1.403451180990e-10       5.010474191323e-12      -9.786294309862e-12       0.000000000000e+00       4.931295687092e-15       1.869245067373e-16       2.173364364596e-16 
 1042       1.406728280394e-10       4.974740570091e-12      -9.893933005740e-12       0.000000000000e+00       4.913085859051e-15       1.783697250620e-16       2.158853024658e-16 
 1043       1.410101371709e-10       4.938547960401e-12      -9.998337311610e-12       0.000000000000e+00       4.894958356457e-15       1.700064543775e-16       2.144175306399e-16 
 1044       1.413567228545e-10       4.901911293637e-12      -1.009949423394e-11       0.000000000000e+00       4.876912858995e-15       1.618321845842e-16       2.129337666502e-16 
 1045       1.417122596753e-10       4.864845627243e-12      -1.019739079469e-11       0.000000000000e+00       4.858949039131e-15       1.538443792736e-16       2.114346615180e-16 
 1046       1.420764194350e-10       4.827366145032e-12      -1.029201403141e-11       0.000000000000e+00       4.841066562089e-15       1.460404756596e-16       2.099208716305e-16 
 1047       1.424488711455e-10       4.789488157494e-12      -1.038335099740e-11       0.000000000000e+00       4.823265085834e-15       1.384178845094e-16       2.083930587540e-16 
 1048       1.428292810217e-10       4.751227102104e-12      -1.047138876184e-11       0.000000000000e+00       4.805544261046e-15       1.309739900748e-16       2.068518900466e-16 
 1049       1.432173124749e-10       4.712598543637e-12      -1.055611440991e-11       0.000000000000e+00       4.787903731098e-15       1.237061500230e-16       2.052980380718e-16 
 1050       1.436126261057e-10       4.673618174470e-12      -1.063751504293e-11       0.000000000000e+00       4.770343132036e-15       1.166116953681e-16       2.037321808110e-16 
 1051       1.440148796971e-10       4.634301814899e-12      -1.071557777848e-11       0.000000000000e+00       4.752862092555e-15       1.096879304021e-16       2.021550016772e-16 
 1052       1.444237282079e-10       4.594665413440e-12      -1.079028975055e-11       0.000000000000e+00       4.735460233978e-15       1.029321326259e-16       2.005671895274e-16 
 1053       1.448388237654e-10       4.554725047145e-12      -1.086163810967e-11       0.000000000000e+00       4.718137170237e-15       9.634155268031e-17       1.989694386762e-16 
 1054       1.452598156589e-10       4.514496921908e-12      -1.092961002300e-11       0.000000000000e+00       4.700892507843e-15       8.991341427767e-17       1.973624489085e-16 
 1055       1.456863503327e-10       4.473997372777e-12      -1.099419267455e-11       0.000000000000e+00       4.683725845873e-15       8.364491413245e-17       1.957469254927e-16 
 1056       1.461180713790e-10       4.433242864260e-12      -1.105537326521e-11       0.000000000000e+00       4.666636775942e-15       7.753322189261e-17       1.941235791940e-16 
 1057       1.465546195313e-10       4.392249990636e-12      -1.111313901295e-11       0.000000000000e+00       4.649624882183e-15       7.157548007065e-17       1.924931262870e-16 
 1058       1.469956326574e-10       4.351035476265e-12      -1.116747715293e-11       0.000000000000e+00       4.632689741226e-15       6.576880397479e-17       1.908562885692e-16 
 1059       1.474407457526e-10       4.309616175896e-12      -1.121837493762e-11       0.000000000000e+00       4.615830922174e-15       6.011028164000e-17       1.892137933737e-16 
 1060       1.478895909325e-10       4.268009074976e-12      -1.126581963698e-11       0.000000000000e+00       4.599047986583e-15       5.459697375919e-17       1.875663735826e-16 
 1061       1.483417974268e-10       4.226231289963e-12      -1.130979853852e-11       0.000000000000e+00       4.582340488437e-15       4.922591361431e-17       1.859147676399e-16 
 1062       1.487969915716e-10       4.184300068631e-12      -1.135029894748e-11       0.000000000000e+00       4.565707974129e-15       4.399410700743e-17       1.842597195644e-16 
 1063       1.492547968031e-10       4.142232790380e-12      -1.138730818696e-11       0.000000000000e+00       4.549149982440e-15       3.889853219192e-17       1.826019789632e-16 
 1064       1.497148336503e-10       4.100046966547e-12      -1.142081359802e-11       0.000000000000e+00       4.532666044512e-15       3.393613980352e-17       1.809423010444e-16 
 1065       1.501767197287e-10       4.057760240716e-12      -1.145080253987e-11       0.000000000000e+00       4.516255683830e-15       2.910385279147e-17       1.792814466302e-16 
 1066       1.506400697328e-10       4.015390389023e-12      -1.147726238992e-11       0.000000000000e+00       4.499918416200e-15       2.439856634966e-17       1.776201821700e-16 
 1067       1.511044954295e-10       3.972955320471e-12      -1.150018054398e-11       0.000000000000e+00       4.483653749724e-15       1.981714784769e-17       1.759592797538e-16 
 1068       1.515696056512e-10       3.930473077235e-12      -1.151954441639e-11       0.000000000000e+00       4.467461184781e-15       1.535643676203e-17       1.742995171247e-16 
 1069       1.520350062890e-10       3.887961834974e-12      -1.153534144010e-11       0.000000000000e+00       4.451340214005e-15       1.101324460712e-17       1.726416776923e-16 
 1070       1.525003002857e-10       3.845439903137e-12      -1.154755906684e-11       0.000000000000e+00       4.435290322260e-15       6.784354866523e-18       1.709865505458e-16 
 1071       1.529650876287e-10       3.802925725278e-12      -1.155618476724e-11       0.000000000000e+00       4.419310986621e-15       2.666522923977e-18       1.693349304668e-16 
 1072       1.534289653439e-10       3.760437879359e-12      -1.156120603099e-11       0.000000000000e+00       4.403401676351e-15      -1.343524005431e-18       1.676876179427e-16 
 1073       1.538915584485e-10       3.717994031340e-12      -1.156261813446e-11       0.000000000000e+00       4.387561907585e-15      -5.248907782369e-18       1.660452226838e-16 
 1074       1.543526132890e-10       3.675607779714e-12      -1.156044755939e-11       0.000000000000e+00       4.371791408237e-15      -9.052059255185e-18       1.644075712186e-16 
 1075       1.548119054612e-10       3.633291768616e-12      -1.155472889336e-11       0.000000000000e+00       4.356089955299e-15      -1.275525113055e-17       1.627742912582e-16 
 1076       1.552692089605e-10       3.591058730854e-12      -1.154549709212e-11       0.000000000000e+00       4.340457320314e-15      -1.636077651851e-17       1.611450074526e-16 
 1077       1.557242961788e-10       3.548921488106e-12      -1.153278748054e-11       0.000000000000e+00       4.324893269365e-15      -1.987094898274e-17       1.595193413837e-16 
 1078       1.561769379008e-10       3.506892951123e-12      -1.151663575355e-11       0.000000000000e+00       4.309397563060e-15      -2.328810259073e-17       1.578969115574e-16 
 1079       1.566269032999e-10       3.464986119927e-12      -1.149707797707e-11       0.000000000000e+00       4.293969956509e-15      -2.661459196405e-17       1.562773333971e-16 
 1080       1.570739599350e-10       3.423214084014e-12      -1.147415058894e-11       0.000000000000e+00       4.278610199315e-15      -2.985279232856e-17       1.546602192352e-16 
 1081       1.575178737467e-10       3.381590022552e-12      -1.144789039990e-11       0.000000000000e+00       4.263318035555e-15      -3.300509956461e-17       1.530451783067e-16 
 1082       1.579584090534e-10       3.340127204581e-12      -1.141833459449e-11       0.000000000000e+00       4.248093203760e-15      -3.607393025732e-17       1.514318167410e-16 
 1083       1.583953285480e-10       3.298838989216e-12      -1.138552073200e-11       0.000000000000e+00       4.232935436905e-15      -3.906172174676e-17       1.498197375552e-16 
 1084       1.588283932942e-10       3.257738825846e-12      -1.134948674744e-11       0.000000000000e+00       4.217844462389e-15      -4.197093217820e-17       1.482085406461e-16 
 1085       1.592573627226e-10       3.216840254332e-12      -1.131027095244e-11       0.000000000000e+00       4.202820002019e-15      -4.480404055231e-17       1.465978227832e-16 
 1086       1.596819946272e-10       3.176156905212e-12      -1.126791203621e-11       0.000000000000e+00       4.187861771994e-15      -4.756354677543e-17       1.449871776012e-16 
 1087       1.601020451618e-10       3.135702499897e-12      -1.122244906648e-11       0.000000000000e+00       4.172969482890e-15      -5.025197170975e-17       1.433761955926e-16 
 1088       1.605172688361e-10       3.095490850875e-12      -1.117392149045e-11       0.000000000000e+00       4.158142839641e-15      -5.287185722355e-17       1.417644641002e-16 
 1089       1.609274185124e-10       3.055535861907e-12      -1.112236913570e-11       0.000000000000e+00       4.143381541525e-15      -5.542576624146e-17       1.401515673099e-16 
 1090       1.613322454016e-10       3.015851528232e-12      -1.106783221117e-11       0.000000000000e+00       4.128685282147e-15      -5.791628279464e-17       1.385370862431e-16 
 1091       1.617314990597e-10       2.976451936764e-12      -1.101035130806e-11       0.000000000000e+00       4.114053749421e-15      -6.034601207100e-17       1.369205987495e-16 
 1092       1.621249273844e-10       2.937351266293e-12      -1.094996740082e-11       0.000000000000e+00       4.099486625558e-15      -6.271758046549e-17       1.353016794996e-16 
 1093       1.625122766107e-10       2.898563787688e-12      -1.088672184804e-11       0.000000000000e+00       4.084983587046e-15      -6.503363563026e-17       1.336798999773e-16 
 1094       1.628932913082e-10       2.860103864092e-12      -1.082065639343e-11       0.000000000000e+00       4.070544304632e-15      -6.729684652491e-17       1.320548284724e-16 
 1095       1.632677143765e-10       2.821985951129e-12      -1.075181316671e-11       0.000000000000e+00       4.056168443313e-15      -6.950990346672e-17       1.304260300735e-16 
 1096       1.636352870425e-10       2.784224597097e-12      -1.068023468464e-11       0.000000000000e+00       4.041855662312e-15      -7.167551818088e-17       1.287930666605e-16 
 1097       1.639957488557e-10       2.746834443176e-12      -1.060596385184e-11       0.000000000000e+00       4.027605615064e-15      -7.379642385070e-17       1.271554968968e-16 
 1098       1.643488376856e-10       2.709830223622e-12      -1.052904396186e-11       0.000000000000e+00       4.013417949204e-15      -7.587537516783e-17       1.255128762226e-16 
 1099       1.646942897171e-10       2.673226765969e-12      -1.044951869800e-11       0.000000000000e+00       3.999292306543e-15      -7.791514838254e-17       1.238647568469e-16 
 1100       1.650318394476e-10       2.637038991234e-12      -1.036743213435e-11       0.000000000000e+00       3.985228323060e-15      -7.991854135385e-17       1.222106877405e-16 
 1101       1.653612196828e-10       2.601281914109e-12      -1.028282873666e-11       0.000000000000e+00       3.971225628878e-15      -8.188837359986e-17       1.205502146284e-16 
 1102       1.656821615333e-10       2.565970643170e-12      -1.019575336332e-11       0.000000000000e+00       3.957283848253e-15      -8.382748634789e-17       1.188828799824e-16 
 1103       1.659943944109e-10       2.531120381069e-12      -1.010625126628e-11       0.000000000000e+00       3.943402599556e-15      -8.573874258478e-17       1.172082230138e-16 
 1104       1.662976460250e-10       2.496746424742e-12      -1.001436809201e-11       0.000000000000e+00       3.929581495256e-15      -8.762502710704e-17       1.155257796662e-16 
 1105       1.665916423788e-10       2.462864165603e-12      -9.920149882419e-12       0.000000000000e+00       3.915820141904e-15      -8.948924657114e-17       1.138350826074e-16 
 1106       1.668761077657e-10       2.429489089750e-12      -9.823643075820e-12       0.000000000000e+00       3.902118140119e-15      -9.133432954370e-17       1.121356612229e-16 
 1107       1.671507647658e-10       2.396636778161e-12      -9.724894507844e-12       0.000000000000e+00       3.888475084567e-15      -9.316322655173e-17       1.104270416079e-16 
 1108       1.674153342419e-10       2.364322906894e-12      -9.623951412399e-12       0.000000000000e+00       3.874890563949e-15      -9.497891013285e-17       1.087087465601e-16 
 1109       1.676695353361e-10       2.332563247293e-12      -9.520861422605e-12       0.000000000000e+00       3.861364160984e-15      -9.678437488551e-17       1.069802955724e-16 
 1110       1.679130854664e-10       2.301373666183e-12      -9.415672571734e-12       0.000000000000e+00       3.847895452389e-15      -9.858263751925e-17       1.052412048251e-16 
 1111       1.681457003222e-10       2.270770126069e-12      -9.308433294153e-12       0.000000000000e+00       3.834484008869e-15      -1.003767369049e-16       1.034909871793e-16 
 1112       1.683671359700e-10       2.240766676390e-12      -9.199193605444e-12       0.000000000000e+00       3.821129439492e-15      -1.021684973961e-16       1.017293140496e-16 
 1113       1.685773157807e-10       2.211369397948e-12      -9.088008657870e-12       0.000000000000e+00       3.807831525509e-15      -1.039548008993e-16       9.995650337055e-17 
 1114       1.687762051626e-10       2.182582379298e-12      -8.974935233502e-12       0.000000000000e+00       3.794590088264e-15      -1.057312659149e-16       9.817303802808e-17 
 1115       1.689637696046e-10       2.154409718488e-12      -8.860030570327e-12       0.000000000000e+00       3.781404944942e-15      -1.074934797537e-16       9.637940456864e-17 
 1116       1.691399746768e-10       2.126855523067e-12      -8.743352363303e-12       0.000000000000e+00       3.768275908558e-15      -1.092369984673e-16       9.457609320733e-17 
 1117       1.693047860306e-10       2.099923910088e-12      -8.624958765413e-12       0.000000000000e+00       3.755202787944e-15      -1.109573467781e-16       9.276359783621e-17 
 1118       1.694581693994e-10       2.073619006115e-12      -8.504908388722e-12       0.000000000000e+00       3.742185387739e-15      -1.126500180098e-16       9.094241603262e-17 
 1119       1.696000905991e-10       2.047944947228e-12      -8.383260305429e-12       0.000000000000e+00       3.729223508375e-15      -1.143104740178e-16       8.911304906748e-17 
 1120       1.697305155282e-10       2.022905879030e-12      -8.260074048926e-12       0.000000000000e+00       3.716316946066e-15      -1.159341451194e-16       8.727600191356e-17 
 1121       1.698494101684e-10       1.998505956650e-12      -8.135409614848e-12       0.000000000000e+00       3.703465492795e-15      -1.175164300242e-16       8.543178325385e-17 
 1122       1.699567405851e-10       1.974749344751e-12      -8.009327462134e-12       0.000000000000e+00       3.690668936305e-15      -1.190526957642e-16       8.358090548977e-17 
 1123       1.700524729276e-10       1.951640217534e-12      -7.881888514074e-12       0.000000000000e+00       3.677927060082e-15      -1.205382776245e-16       8.172388474953e-17 
 1124       1.701365734298e-10       1.929182758745e-12      -7.753154159371e-12       0.000000000000e+00       3.665239643347e-15      -1.219684790732e-16       7.986124089644e-17 
 1125       1.702090084105e-10       1.907381161677e-12      -7.623186253193e-12       0.000000000000e+00       3.652606461044e-15      -1.233385716920e-16       7.799349753715e-17 
 1126       1.702697442736e-10       1.886239629181e-12      -7.492047118229e-12       0.000000000000e+00       3.640027283825e-15      -1.246437951063e-16       7.612118203001e-17 
 1127       1.703187475091e-10       1.865762373667e-12      -7.359799545742e-12       0.000000000000e+00       3.627501878039e-15      -1.258793569159e-16       7.424482549333e-17 
 1128       1.703559846929e-10       1.845953617112e-12      -7.226506796626e-12       0.000000000000e+00       3.615030005725e-15      -1.270404326248e-16       7.236496281372e-17 
 1129       1.703814224876e-10       1.826817591065e-12      -7.092232602458e-12       0.000000000000e+00       3.602611424590e-15      -1.281221655719e-16       7.048213265435e-17 
 1130       1.703950276426e-10       1.808358536652e-12      -6.957041166557e-12       0.000000000000e+00       3.590245888007e-15      -1.291196668612e-16       6.859687746327e-17 
 1131       1.703967669951e-10       1.790580704581e-12      -6.820997165038e-12       0.000000000000e+00       3.577933144998e-15      -1.300280152919e-16       6.670974348172e-17 
 1132       1.703866074700e-10       1.773488355149e-12      -6.684165747863e-12       0.000000000000e+00       3.565672940222e-15      -1.308422572892e-16       6.482128075240e-17 
 1133       1.703645160802e-10       1.757085758249e-12      -6.546612539900e-12       0.000000000000e+00       3.553465013963e-15      -1.315574068342e-16       6.293204312781e-17 
 1134       1.703304599279e-10       1.741377193371e-12      -6.408403641978e-12       0.000000000000e+00       3.541309102120e-15      -1.321684453943e-16       6.104258827851e-17 
 1135       1.702844062039e-10       1.726366949610e-12      -6.269605631939e-12       0.000000000000e+00       3.529204936195e-15      -1.326703218537e-16       5.915347770146e-17 
 1136       1.702263221888e-10       1.712059325675e-12      -6.130285565696e-12       0.000000000000e+00       3.517152243278e-15      -1.330579524434e-16       5.726527672829e-17 
 1137       1.701561752533e-10       1.698458629886e-12      -5.990510978285e-12       0.000000000000e+00       3.505150746036e-15      -1.333262206718e-16       5.537855453360e-17 
 1138       1.700739328582e-10       1.685569180190e-12      -5.850349884923e-12       0.000000000000e+00       3.493200162703e-15      -1.334699772550e-16       5.349388414330e-17 
 1139       1.699795625554e-10       1.673395304158e-12      -5.709870782060e-12       0.000000000000e+00       3.481300207068e-15      -1.334840400469e-16       5.161184244285e-17 
 1140       1.698730319880e-10       1.661941338994e-12      -5.569142648437e-12       0.000000000000e+00       3.469450588460e-15      -1.333631939696e-16       4.973301018561e-17 
 1141       1.697543088907e-10       1.651211631543e-12      -5.428234946139e-12       0.000000000000e+00       3.457651011737e-15      -1.331021909439e-16       4.785797200112e-17 
 1142       1.696233610904e-10       1.641210538291e-12      -5.287217621648e-12       0.000000000000e+00       3.445901177278e-15      -1.326957498195e-16       4.598731640340e-17 
 1143       1.694801565065e-10       1.631942425375e-12      -5.146161106903e-12       0.000000000000e+00       3.434200780965e-15      -1.321385563051e-16       4.412163579926e-17 
 1144       1.693246631513e-10       1.623411668587e-12      -5.005136320351e-12       0.000000000000e+00       3.422549514174e-15      -1.314252628990e-16       4.226152649659e-17 
 1145       1.691568491306e-10       1.615622653379e-12      -4.864214668004e-12       0.000000000000e+00       3.410947063765e-15      -1.305504888194e-16       4.040758871265e-17 
 1146       1.689766826440e-10       1.608579774871e-12      -4.723468044491e-12       0.000000000000e+00       3.399393112065e-15      -1.295088199346e-16       3.856042658240e-17 
 1147       1.687841319853e-10       1.602287437851e-12      -4.582968834117e-12       0.000000000000e+00       3.387887336860e-15      -1.282948086932e-16       3.672064816679e-17 
 1148       1.685791655428e-10       1.596750056788e-12      -4.442789911914e-12       0.000000000000e+00       3.376429411382e-15      -1.269029740548e-16       3.488886546104e-17 
 1149       1.683617518001e-10       1.591972055833e-12      -4.303004644699e-12       0.000000000000e+00       3.365019004297e-15      -1.253278014200e-16       3.306569440296e-17 
 1150       1.681318593362e-10       1.587957868824e-12      -4.163686892129e-12       0.000000000000e+00       3.353655779692e-15      -1.235637425606e-16       3.125175488125e-17 
 1151       1.678894856443e-10       1.584710180398e-12      -4.024905736857e-12       0.000000000000e+00       3.342339430923e-15      -1.216072237949e-16       2.944759273323e-17 
 1152       1.676347439868e-10       1.582224624857e-12      -3.886709599642e-12       0.000000000000e+00       3.331069782653e-15      -1.194626985669e-16       2.765344463699e-17 
 1153       1.673677776440e-10       1.580495020001e-12      -3.749141924641e-12       0.000000000000e+00       3.319846690083e-15      -1.171366715796e-16       2.586947025052e-17 
 1154       1.670887311986e-10       1.579515119770e-12      -3.612246432592e-12       0.000000000000e+00       3.308670005207e-15      -1.146356976328e-16       2.409582995275e-17 
 1155       1.667977505392e-10       1.579278614083e-12      -3.476067121389e-12       0.000000000000e+00       3.297539576798e-15      -1.119663817349e-16       2.233268484477e-17 
 1156       1.664949828632e-10       1.579779128690e-12      -3.340648266662e-12       0.000000000000e+00       3.286455250402e-15      -1.091353792149e-16       2.058019675111e-17 
 1157       1.661805766794e-10       1.581010225019e-12      -3.206034422353e-12       0.000000000000e+00       3.275416868329e-15      -1.061493958351e-16       1.883852822096e-17 
 1158       1.658546818118e-10       1.582965400017e-12      -3.072270421297e-12       0.000000000000e+00       3.264424269643e-15      -1.030151879024e-16       1.710784252938e-17 
 1159       1.655174494020e-10       1.585638086000e-12      -2.939401375796e-12       0.000000000000e+00       3.253477290152e-15      -9.973956238070e-17       1.538830367862e-17 
 1160       1.651690319124e-10       1.589021650502e-12      -2.807472678198e-12       0.000000000000e+00       3.242575762403e-15      -9.632937700302e-17       1.368007639926e-17 
 1161       1.648095831294e-10       1.593109396115e-12      -2.676530001480e-12       0.000000000000e+00       3.231719515668e-15      -9.279154038347e-17       1.198332615154e-17 
 1162       1.644392581662e-10       1.597894560340e-12      -2.546619299815e-12       0.000000000000e+00       3.220908375940e-15      -8.913301212930e-17       1.029821912654e-17 
 1163       1.640582134662e-10       1.603370315432e-12      -2.417786809163e-12       0.000000000000e+00       3.210142165920e-15      -8.536080295302e-17       8.624922247452e-18 
 1164       1.636666068055e-10       1.609529768246e-12      -2.290079047839e-12       0.000000000000e+00       3.199420705010e-15      -8.148197478445e-17       6.963603170807e-18 
 1165       1.632645972963e-10       1.616365960084e-12      -2.163542817094e-12       0.000000000000e+00       3.188743809304e-15      -7.750364088273e-17       5.314430287718e-18 
 1166       1.628523453900e-10       1.623871866543e-12      -2.038225201695e-12       0.000000000000e+00       3.178111291580e-15      -7.343296594847e-17       3.677572725123e-18 
 1167       1.624300128797e-10       1.632040397356e-12      -1.914173570501e-12       0.000000000000e+00       3.167522961289e-15      -6.927716623576e-17       2.053200347021e-18 
 1168       1.619977629042e-10       1.640864396245e-12      -1.791435577039e-12       0.000000000000e+00       3.156978624546e-15      -6.504350966422e-17       4.414837557171e-19 
 1169       1.615557599498e-10       1.650336640762e-12      -1.670059160087e-12       0.000000000000e+00       3.146478084124e-15      -6.073931593111e-17      -1.157405706941e-18 
 1170       1.611041698545e-10       1.660449842139e-12      -1.550092544247e-12       0.000000000000e+00       3.136021139442e-15      -5.637195662337e-17      -2.743295958320e-18 
 1171       1.606431598102e-10       1.671196645134e-12      -1.431584240525e-12       0.000000000000e+00       3.125607586557e-15      -5.194885532969e-17      -4.316014173763e-18 
 1172       1.601728983662e-10       1.682569627873e-12      -1.314583046910e-12       0.000000000000e+00       3.115237218156e-15      -4.747748775255e-17      -5.875386785348e-18 
 1173       1.596935554319e-10       1.694561301704e-12      -1.199138048950e-12       0.000000000000e+00       3.104909823546e-15      -4.296538182033e-17      -7.421239480646e-18 
 1174       1.592053022803e-10       1.707164111036e-12      -1.085298620329e-12       0.000000000000e+00       3.094625188645e-15      -3.842011779933e-17      -8.953397201485e-18 
 1175       1.587083115504e-10       1.720370433189e-12      -9.731144234502e-13       0.000000000000e+00       3.084383095976e-15      -3.384932840586e-17      -1.047168414270e-17 
 1176       1.582027572509e-10       1.734172578242e-12      -8.626354100066e-13       0.000000000000e+00       3.074183324651e-15      -2.926069891828e-17      -1.197592375091e-17 
 1177       1.576888147626e-10       1.748562788874e-12      -7.539118215643e-13       0.000000000000e+00       3.064025650371e-15      -2.466196728911e-17      -1.346593872327e-17 
 1178       1.571666608421e-10       1.763533240216e-12      -6.469941901386e-13       0.000000000000e+00       3.053909845409e-15      -2.006092425703e-17      -1.494155100620e-17 
 1179       1.566364736240e-10       1.779076039694e-12      -5.419333387717e-13       0.000000000000e+00       3.043835678608e-15      -1.546541345901e-17      -1.640258179420e-17 
 1180       1.560984326249e-10       1.795183226877e-12      -4.387803821110e-13       0.000000000000e+00       3.033802915366e-15      -1.088333154231e-17      -1.784885152859e-17 
 1181       1.555527187455e-10       1.811846773321e-12      -3.375867269870e-13       0.000000000000e+00       3.023811317632e-15      -6.322628276586e-18      -1.928017989622e-17 
 1182       1.549995142745e-10       1.829058582420e-12      -2.384040729911e-13       0.000000000000e+00       3.013860643894e-15      -1.791306665954e-18      -2.069638582831e-17 
 1183       1.544390028908e-10       1.846810489248e-12      -1.412844130536e-13       0.000000000000e+00       3.003950649171e-15       2.702576938967e-18      -2.209728749916e-17 
 1184       1.538713696672e-10       1.865094260405e-12      -4.628003402134e-14       0.000000000000e+00       2.994081085004e-15       7.150912728982e-18      -2.348270232492e-17 
 1185       1.532968010731e-10       1.883901593867e-12       4.655648276381e-14       0.000000000000e+00       2.984251699448e-15       1.154553732425e-17      -2.485244696235e-17 
 1186       1.527154849775e-10       1.903224118832e-12       1.371722608876e-13       0.000000000000e+00       2.974462237060e-15       1.587823366223e-17      -2.620633730757e-17 
 1187       1.521276106524e-10       1.923053395562e-12       2.255141282851e-13       0.000000000000e+00       2.964712438895e-15       2.014073088562e-17      -2.754418849485e-17 
 1188       1.515333687752e-10       1.943380915235e-12       3.115286166631e-13       0.000000000000e+00       2.955002042492e-15       2.432470423026e-17      -2.886581489534e-17 
 1189       1.509329514323e-10       1.964198099786e-12       3.951619609218e-13       0.000000000000e+00       2.945330781868e-15       2.842177491312e-17      -3.017103011582e-17 
 1190       1.503265543178e-10       1.985495767228e-12       4.763680584452e-13       0.000000000000e+00       2.935698412425e-15       3.242562691691e-17      -3.145970453909e-17 
 1191       1.497143833529e-10       2.007262520725e-12       5.551324551488e-13       0.000000000000e+00       2.926104786009e-15       3.633838603071e-17      -3.273193872105e-17 
 1192       1.490966481537e-10       2.029486339422e-12       6.314486528935e-13       0.000000000000e+00       2.916549776759e-15       4.016431893766e-17      -3.398789212087e-17 
 1193       1.484735598462e-10       2.052155110989e-12       7.053101764363e-13       0.000000000000e+00       2.907033256257e-15       4.390772349212e-17      -3.522772575626e-17 
 1194       1.478453310694e-10       2.075256631416e-12       7.767105735255e-13       0.000000000000e+00       2.897555093533e-15       4.757292878685e-17      -3.645160220706e-17 
 1195       1.472121759784e-10       2.098778604815e-12       8.456434149978e-13       0.000000000000e+00       2.888115155050e-15       5.116429522013e-17      -3.765968561888e-17 
 1196       1.465743102476e-10       2.122708643226e-12       9.121022948734e-13       0.000000000000e+00       2.878713304700e-15       5.468621456297e-17      -3.885214170675e-17 
 1197       1.459319510742e-10       2.147034266410e-12       9.760808304527e-13       0.000000000000e+00       2.869349403800e-15       5.814311002628e-17      -4.002913775874e-17 
 1198       1.452853171812e-10       2.171742901658e-12       1.037572662412e-12       0.000000000000e+00       2.860023311079e-15       6.153943632802e-17      -4.119084263957e-17 
 1199       1.446346288208e-10       2.196821883587e-12       1.096571454899e-12       0.000000000000e+00       2.850734882675e-15       6.487967976040e-17      -4.233742679430e-17 
 1200       1.439801077772e-10       2.222258453943e-12       1.153070895632e-12       0.000000000000e+00       2.841483972131e-15       6.816835825699e-17      -4.346906225189e-17 
 1201       1.433219773705e-10       2.248039761401e-12       1.207064695989e-12       0.000000000000e+00       2.832270430382e-15       7.141002146000e-17      -4.458592262888e-17 
 1202       1.426604624590e-10       2.274152861370e-12       1.258546591111e-12       0.000000000000e+00       2.823094105750e-15       7.460925078733e-17      -4.568818313300e-17 
 1203       1.419957894435e-10       2.300584715787e-12       1.307510339996e-12       0.000000000000e+00       2.813954843942e-15       7.777065949981e-17      -4.677602056683e-17 
 1204       1.413281862696e-10       2.327322192925e-12       1.353949725592e-12       0.000000000000e+00       2.804852488036e-15       8.089889276838e-17      -4.784961333139e-17 
 1205       1.406578824313e-10       2.354352067190e-12       1.397858554895e-12       0.000000000000e+00       2.795786878479e-15       8.399862774121e-17      -4.890914142980e-17 
 1206       1.399851089745e-10       2.381661018924e-12       1.439230659049e-12       0.000000000000e+00       2.786757853080e-15       8.707457361091e-17      -4.995478647090e-17 
 1207       1.393100984996e-10       2.409235634206e-12       1.478059893433e-12       0.000000000000e+00       2.777765247000e-15       9.013147168169e-17      -5.098673167289e-17 
 1208       1.386330851651e-10       2.437062404650e-12       1.514340137766e-12       0.000000000000e+00       2.768808892749e-15       9.317409543652e-17      -5.200516186695e-17 
 1209       1.379543046908e-10       2.465127727213e-12       1.548065296198e-12       0.000000000000e+00       2.759888620174e-15       9.620725060432e-17      -5.301026350090e-17 
 1210       1.372739943611e-10       2.493417903989e-12       1.579229297409e-12       0.000000000000e+00       2.751004256459e-15       9.923577522713e-17      -5.400222464278e-17 
