# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  160       6.328458009708e-10       1.383126189249e-13      -6.128395698907e-12       0.000000000000e+00       2.772198710225e-12       5.170861946759e-13      -3.320219424647e-15 
  161       6.369574211864e-10       1.371283285588e-13      -6.099591066513e-12       0.000000000000e+00       2.722251040008e-12       5.098217256440e-13      -3.254838472765e-15 
  162       6.410305999134e-10       1.359027423182e-13      -6.067210389856e-12       0.000000000000e+00       2.673515692753e-12       5.026869617406e-13      -3.189563250130e-15 
  163       6.450640484288e-10       1.346381982206e-13      -6.031230519140e-12       0.000000000000e+00       2.625963557527e-12       4.956821150388e-13      -3.124482088792e-15 
  164       6.490564483689e-10       1.333371541903e-13      -5.991630312127e-12       0.000000000000e+00       2.579560824929e-12       4.888069759293e-13      -3.059685449875e-15 
  165       6.530064512310e-10       1.320021897447e-13      -5.948390674670e-12       0.000000000000e+00       2.534268893992e-12       4.820609037100e-13      -2.995265938689e-15 
  166       6.569126778740e-10       1.306360076813e-13      -5.901494601239e-12       0.000000000000e+00       2.490044279099e-12       4.754428171742e-13      -2.931318319843e-15 
  167       6.607737180193e-10       1.292414357651e-13      -5.850927215454e-12       0.000000000000e+00       2.446838516888e-12       4.689511851994e-13      -2.867939532359e-15 
  168       6.645881297524e-10       1.278214284148e-13      -5.796675810612e-12       0.000000000000e+00       2.404598073161e-12       4.625840173364e-13      -2.805228704782e-15 
  169       6.683544390232e-10       1.263790683902e-13      -5.738729890220e-12       0.000000000000e+00       2.363264249796e-12       4.563388543976e-13      -2.743287170295e-15 
  170       6.720711391473e-10       1.249175684791e-13      -5.677081208523e-12       0.000000000000e+00       2.322773091653e-12       4.502127590463e-13      -2.682218481832e-15 
  171       6.757367889370e-10       1.234401767336e-13      -5.611723110889e-12       0.000000000000e+00       2.283068325876e-12       4.442028739255e-13      -2.622107044311e-15 
  172       6.793503173198e-10       1.219498797817e-13      -5.542648408387e-12       0.000000000000e+00       2.244141585385e-12       4.383081679732e-13      -2.562951980380e-15 
  173       6.829107432812e-10       1.204496778952e-13      -5.469851402829e-12       0.000000000000e+00       2.205995376492e-12       4.325278183607e-13      -2.504727753608e-15 
  174       6.864170794252e-10       1.189426804963e-13      -5.393328608352e-12       0.000000000000e+00       2.168630308785e-12       4.268606490164e-13      -2.447404983421e-15 
  175       6.898683318780e-10       1.174321074520e-13      -5.313078789097e-12       0.000000000000e+00       2.132045055207e-12       4.213051235303e-13      -2.390950372964e-15 
  176       6.932635001913e-10       1.159212903665e-13      -5.229102996875e-12       0.000000000000e+00       2.096236312137e-12       4.158593380577e-13      -2.335326636982e-15 
  177       6.966015772455e-10       1.144136738753e-13      -5.141404608846e-12       0.000000000000e+00       2.061198759474e-12       4.105210142244e-13      -2.280492429684e-15 
  178       6.998815491532e-10       1.129128169383e-13      -5.049989365190e-12       0.000000000000e+00       2.026925020711e-12       4.052874920299e-13      -2.226402272616e-15 
  179       7.031023951629e-10       1.114223941332e-13      -4.954865406781e-12       0.000000000000e+00       1.993405623023e-12       4.001557227529e-13      -2.173006482537e-15 
  180       7.062630875619e-10       1.099461969490e-13      -4.856043312859e-12       0.000000000000e+00       1.960628957342e-12       3.951222618546e-13      -2.120251099282e-15 
  181       7.093625915803e-10       1.084881350793e-13      -4.753536138706e-12       0.000000000000e+00       1.928581238444e-12       3.901832618836e-13      -2.068077813642e-15 
  182       7.123998652938e-10       1.070522377159e-13      -4.647359453317e-12       0.000000000000e+00       1.897246465022e-12       3.853344653800e-13      -2.016423895231e-15 
  183       7.153738595274e-10       1.056426548419e-13      -4.537531377075e-12       0.000000000000e+00       1.866606379773e-12       3.805711977797e-13      -1.965222120357e-15 
  184       7.182835177590e-10       1.042636585253e-13      -4.424072619425e-12       0.000000000000e+00       1.836640429477e-12       3.758883603187e-13      -1.914400699895e-15 
  185       7.211277760225e-10       1.029196442124e-13      -4.307006516543e-12       0.000000000000e+00       1.807325725075e-12       3.712804229375e-13      -1.863883207157e-15 
  186       7.239055628113e-10       1.016151320210e-13      -4.186359069014e-12       0.000000000000e+00       1.778637001754e-12       3.667414171853e-13      -1.813588505766e-15 
  187       7.266157989817e-10       1.003547680343e-13      -4.062158979505e-12       0.000000000000e+00       1.750546579026e-12       3.622649291243e-13      -1.763430677525e-15 
  188       7.292573976563e-10       9.914332559346e-14      -3.934437690436e-12       0.000000000000e+00       1.723024320808e-12       3.578440922342e-13      -1.713318950287e-15 
  189       7.318292641277e-10       9.798570659197e-14      -3.803229421655e-12       0.000000000000e+00       1.696037595503e-12       3.534715803162e-13      -1.663157625831e-15 
  190       7.343302957612e-10       9.688694276832e-14      -3.668571208111e-12       0.000000000000e+00       1.669551236082e-12       3.491396003976e-13      -1.612846007730e-15 
  191       7.367594564166e-10       9.585198949090e-14      -3.530500752794e-12       0.000000000000e+00       1.643534491720e-12       3.448415847635e-13      -1.562301823437e-15 
  192       7.391160061456e-10       9.488508714192e-14      -3.389049727190e-12       0.000000000000e+00       1.617982548227e-12       3.405774235802e-13      -1.511533602895e-15 
  193       7.413992885770e-10       9.399035421159e-14      -3.244250039667e-12       0.000000000000e+00       1.592896548694e-12       3.363486120046e-13      -1.460573602544e-15 
  194       7.436086580948e-10       9.317199110955e-14      -3.096136005335e-12       0.000000000000e+00       1.568276730173e-12       3.321565848267e-13      -1.409454804042e-15 
  195       7.457434799850e-10       9.243428077920e-14      -2.944744376572e-12       0.000000000000e+00       1.544122406633e-12       3.280027149338e-13      -1.358210919012e-15 
  196       7.478031305834e-10       9.178158931216e-14      -2.790114373547e-12       0.000000000000e+00       1.520431951923e-12       3.238883117750e-13      -1.306876393793e-15 
  197       7.497869974225e-10       9.121836656257e-14      -2.632287714745e-12       0.000000000000e+00       1.497202782727e-12       3.198146198250e-13      -1.255486414192e-15 
  198       7.516944793788e-10       9.074914676153e-14      -2.471308647492e-12       0.000000000000e+00       1.474431341525e-12       3.157828170489e-13      -1.204076910232e-15 
  199       7.535249868202e-10       9.037854913145e-14      -2.307223978479e-12       0.000000000000e+00       1.452113079552e-12       3.117940133664e-13      -1.152684560906e-15 
  200       7.552779417531e-10       9.011127850041e-14      -2.140083104285e-12       0.000000000000e+00       1.430242439755e-12       3.078492491155e-13      -1.101346798922e-15 
  201       7.569527779697e-10       8.995212591661e-14      -1.969938041903e-12       0.000000000000e+00       1.408812839755e-12       3.039494935176e-13      -1.050101815461e-15 
  202       7.585489411952e-10       8.990596926266e-14      -1.796843459266e-12       0.000000000000e+00       1.387816654801e-12       3.000956431413e-13      -9.989885649179e-16 
  203       7.600658892351e-10       8.997777387002e-14      -1.620856705765e-12       0.000000000000e+00       1.367245200736e-12       2.962885203667e-13      -9.480467696602e-16 
  204       7.615030921225e-10       9.017259313338e-14      -1.442037842783e-12       0.000000000000e+00       1.347088716948e-12       2.925288718498e-13      -8.973169247738e-16 
  205       7.628600322651e-10       9.049556912499e-14      -1.260449674209e-12       0.000000000000e+00       1.327336349336e-12       2.888173669867e-13      -8.468403028148e-16 
  206       7.641362045928e-10       9.095193320909e-14      -1.076157776972e-12       0.000000000000e+00       1.307976133263e-12       2.851545963780e-13      -7.966589585596e-16 
  207       7.653311167047e-10       9.154700665628e-14      -8.892305315583e-13       0.000000000000e+00       1.288994976519e-12       2.815410702928e-13      -7.468157337553e-16 
  208       7.664442890165e-10       9.228620125788e-14      -6.997391525386e-13       0.000000000000e+00       1.270378642278e-12       2.779772171333e-13      -6.973542618703e-16 
  209       7.674752549075e-10       9.317501994030e-14      -5.077577190930e-13       0.000000000000e+00       1.252111732058e-12       2.744633818990e-13      -6.483189728443e-16 
  210       7.684235608682e-10       9.421905737949e-14      -3.133632055343e-13       0.000000000000e+00       1.234177668677e-12       2.709998246507e-13      -5.997550978390e-16 
  211       7.692887666472e-10       9.542400061521e-14      -1.166355118329e-13       0.000000000000e+00       1.216558679217e-12       2.675867189752e-13      -5.517086739883e-16 
  212       7.700704453988e-10       9.679562966553e-14       8.234250585910e-14       0.000000000000e+00       1.199235777978e-12       2.642241504492e-13      -5.042265491486e-16 
  213       7.707682223462e-10       9.833948894529e-14       2.834892642086e-13       0.000000000000e+00       1.182192472242e-12       2.609121378014e-13      -4.573480576219e-16 
  214       7.713818933721e-10       1.000598755649e-13       4.867375207172e-13       0.000000000000e+00       1.165426193282e-12       2.576507011728e-13      -4.110794121684e-16 
  215       7.719113147245e-10       1.019607838673e-13       6.920221296048e-13       0.000000000000e+00       1.148937604714e-12       2.544397955007e-13      -3.654175910770e-16 
  216       7.723563654679e-10       1.040462282332e-13       8.992758424043e-13       0.000000000000e+00       1.132726941867e-12       2.512792867678e-13      -3.203584946988e-16 
  217       7.727169477318e-10       1.063202428283e-13       1.108429288650e-12       0.000000000000e+00       1.116794004551e-12       2.481689505267e-13      -2.758969282701e-16 
  218       7.729929869588e-10       1.087868813513e-13       1.319410956570e-12       0.000000000000e+00       1.101138149811e-12       2.451084704237e-13      -2.320265847359e-16 
  219       7.731844321541e-10       1.114502167817e-13       1.532147173770e-12       0.000000000000e+00       1.085758284690e-12       2.420974367230e-13      -1.887400275730e-16 
  220       7.732912561333e-10       1.143143411273e-13       1.746562087927e-12       0.000000000000e+00       1.070652858986e-12       2.391353448305e-13      -1.460286736131e-16 
  221       7.733134557717e-10       1.173833651722e-13       1.962577647479e-12       0.000000000000e+00       1.055819858014e-12       2.362215938183e-13      -1.038827758664e-16 
  222       7.732510522528e-10       1.206614182242e-13       2.180113582310e-12       0.000000000000e+00       1.041256795364e-12       2.333554849481e-13      -6.229140634447e-17 
  223       7.731040913165e-10       1.241526478629e-13       2.399087384445e-12       0.000000000000e+00       1.026960705661e-12       2.305362201956e-13      -2.124243888348e-17 
  224       7.728726435083e-10       1.278612196872e-13       2.619414288734e-12       0.000000000000e+00       1.012928137325e-12       2.277629007746e-13       1.927746803235e-17 
  225       7.725568044278e-10       1.317913170629e-13       2.841007253545e-12       0.000000000000e+00       9.991551453297e-13       2.250345256609e-13       5.928288844766e-17 
  226       7.721566949772e-10       1.359471408709e-13       3.063776941451e-12       0.000000000000e+00       9.856372839633e-13       2.223499901162e-13       9.878964611273e-17 
  227       7.716724616099e-10       1.403329092546e-13       3.287631699921e-12       0.000000000000e+00       9.723695995874e-13       2.197080842124e-13       1.378148316602e-16 
  228       7.711042765796e-10       1.449528573675e-13       3.512477542009e-12       0.000000000000e+00       9.593466233966e-13       2.171074913555e-13       1.763768197820e-16 
  229       7.704523381882e-10       1.498112371213e-13       3.738218127042e-12       0.000000000000e+00       9.465623641783e-13       2.145467868094e-13       2.144952864057e-16 
  230       7.697168710353e-10       1.549123169333e-13       3.964754741311e-12       0.000000000000e+00       9.340103010723e-13       2.120244362206e-13       2.521912258720e-16 
  231       7.688981262660e-10       1.602603814745e-13       4.191986278759e-12       0.000000000000e+00       9.216833763301e-13       2.095387941414e-13       2.894869681109e-16 
  232       7.679963818203e-10       1.658597314170e-13       4.419809221671e-12       0.000000000000e+00       9.095739880749e-13       2.070881025545e-13       3.264061958185e-16 
  233       7.670119426813e-10       1.717146831817e-13       4.648117621365e-12       0.000000000000e+00       8.976739830612e-13       2.046704893968e-13       3.629739616342e-16 
  234       7.659451411238e-10       1.778295686865e-13       4.876803078877e-12       0.000000000000e+00       8.859746494341e-13       2.022839670836e-13       3.992167053171e-16 
  235       7.647963369633e-10       1.842087350933e-13       5.105754725653e-12       0.000000000000e+00       8.744667094889e-13       1.999264310324e-13       4.351622709231e-16 
  236       7.635659178043e-10       1.908565445566e-13       5.334859204241e-12       0.000000000000e+00       8.631403124312e-13       1.975956581871e-13       4.708399239810e-16 
  237       7.622542992893e-10       1.977773739705e-13       5.564000648974e-12       0.000000000000e+00       8.519850271360e-13       1.952893055420e-13       5.062803686703e-16 
  238       7.608619212260e-10       2.049752213228e-13       5.793067272210e-12       0.000000000000e+00       8.409918495238e-13       1.930053594904e-13       5.415083521851e-16 
  239       7.593892351963e-10       2.124524988144e-13       6.021971605717e-12       0.000000000000e+00       8.301593746064e-13       1.907435171297e-13       5.765199451352e-16 
  240       7.578367166788e-10       2.202111661338e-13       6.250631448130e-12       0.000000000000e+00       8.194879843228e-13       1.885038857783e-13       6.113039180257e-16 
  241       7.562048693414e-10       2.282531161982e-13       6.478963364350e-12       0.000000000000e+00       8.089778635795e-13       1.862865391550e-13       6.458490318047e-16 
  242       7.544942252810e-10       2.365801740717e-13       6.706882680165e-12       0.000000000000e+00       7.986289972598e-13       1.840915168545e-13       6.801440394013e-16 
  243       7.527053452634e-10       2.451940958830e-13       6.934303476881e-12       0.000000000000e+00       7.884411672340e-13       1.819188238223e-13       7.141776872644e-16 
  244       7.508388189634e-10       2.540965677433e-13       7.161138585942e-12       0.000000000000e+00       7.784139493686e-13       1.797684298296e-13       7.479387169009e-16 
  245       7.488952652047e-10       2.632892046641e-13       7.387299583557e-12       0.000000000000e+00       7.685467105366e-13       1.776402689489e-13       7.814158664147e-16 
  246       7.468753321998e-10       2.727735494747e-13       7.612696785323e-12       0.000000000000e+00       7.588386056265e-13       1.755342390287e-13       8.145978720445e-16 
  247       7.447796977899e-10       2.825510717406e-13       7.837239240849e-12       0.000000000000e+00       7.492885745526e-13       1.734502011688e-13       8.474734697029e-16 
  248       7.426090696852e-10       2.926231666808e-13       8.060834728383e-12       0.000000000000e+00       7.398953392641e-13       1.713879791952e-13       8.800313965144e-16 
  249       7.403641857044e-10       3.029911540858e-13       8.283389749435e-12       0.000000000000e+00       7.306574007556e-13       1.693473591357e-13       9.122603923542e-16 
